N,P,K,temperature,humidity,ph,rainfall,label
23.09,146.69,202.0,20.81,92.15,5.99,101.38,apple
15.96,149.4,197.26,28.81,81.73,5.57,69.88,grapes
1.97,36.31,30.48,29.17,48.17,5.2,81.23,mango
32.03,16.3,33.17,27.67,93.38,6.49,204.6,coconut
36.8,71.26,15.9,29.37,62.59,6.34,57.07,lentil
15.49,51.49,19.42,28.94,80.61,6.81,63.51,mungbean
108.32,8.81,53.62,29.68,90.97,6.13,29.76,muskmelon
8.77,23.36,32.57,27.1,92.97,6.21,148.39,coconut
4.21,29.14,14.41,14.85,90.81,6.36,110.31,orange
80.74,18.33,47.27,29.79,93.59,6.76,22.01,muskmelon
31.14,7.33,6.73,10.31,92.97,7.33,113.41,orange
33.5,71.94,18.73,35.89,36.69,6.0,166.0,pigeonpeas
28.67,137.85,198.25,20.1,93.75,5.71,120.86,apple
23.08,56.46,80.01,20.14,18.25,7.87,85.69,chickpea
21.08,74.59,15.11,32.62,68.93,6.65,70.36,blackgram
100.31,32.31,31.3,27.02,59.04,6.78,190.52,coffee
54.16,65.98,23.47,23.93,18.44,5.94,100.35,kidneybeans
3.01,28.96,29.35,28.12,96.66,6.32,158.47,coconut
30.52,64.0,76.31,20.75,17.32,6.42,80.88,chickpea
22.03,45.08,23.34,30.52,55.3,5.89,36.49,mothbeans
9.53,57.71,19.68,27.73,59.01,4.49,46.93,mothbeans
13.16,131.74,197.62,19.66,81.64,6.22,70.12,grapes
47.58,71.91,78.24,19.64,16.36,7.45,69.26,chickpea
16.04,24.03,9.83,33.51,91.47,6.62,115.74,orange
39.46,56.4,16.42,18.63,66.26,6.05,70.09,lentil
50.49,69.79,16.92,31.67,66.23,6.9,69.9,blackgram
102.88,92.69,46.22,27.67,83.79,5.91,104.46,banana
30.23,11.63,28.1,27.64,92.16,6.83,147.68,coconut
7.21,23.1,13.12,26.98,93.03,6.85,117.22,orange
75.18,35.27,44.05,20.64,81.28,6.93,292.27,rice
0.96,43.38,16.77,27.3,89.57,6.6,58.22,mungbean
38.35,10.15,31.55,25.22,90.66,6.33,149.44,coconut
11.36,125.28,202.43,16.57,81.82,5.89,74.82,grapes
36.74,51.24,16.03,27.22,58.22,8.49,30.32,mothbeans
7.77,29.35,28.62,28.01,96.1,6.34,222.32,coconut
50.64,76.15,21.14,15.89,21.41,5.54,96.68,kidneybeans
11.1,16.9,29.71,26.94,98.21,6.18,194.33,coconut
5.19,41.41,18.55,29.39,41.56,4.85,61.41,mothbeans
105.33,72.49,51.04,25.6,75.79,6.03,102.08,banana
17.53,23.17,13.95,26.85,91.02,7.4,105.29,orange
100.28,15.31,51.33,26.43,80.45,6.3,44.2,watermelon
97.78,34.37,32.4,25.69,51.75,7.39,172.78,coffee
40.59,57.49,15.16,34.64,63.77,6.9,65.8,blackgram
115.44,15.94,54.28,28.0,92.52,6.01,20.07,muskmelon
94.53,30.74,31.74,24.05,66.74,6.43,159.33,coffee
86.35,7.93,54.73,27.46,91.35,6.59,26.1,muskmelon
26.47,129.33,198.2,21.36,93.4,5.56,123.23,apple
119.61,75.24,45.12,29.99,77.81,6.17,95.3,banana
73.85,43.67,22.38,21.62,59.49,6.18,67.04,maize
104.95,17.45,48.6,28.29,92.05,6.37,29.26,muskmelon
53.94,64.08,22.94,34.41,66.23,7.11,73.05,blackgram
30.2,122.67,203.61,23.25,90.17,5.59,101.23,apple
44.33,66.11,22.42,27.28,60.58,6.45,69.74,blackgram
1.22,40.11,18.4,28.08,55.38,9.33,47.94,mothbeans
104.62,10.48,48.93,26.09,89.38,6.54,51.53,watermelon
107.62,82.84,51.51,29.45,79.4,6.4,112.52,banana
107.93,14.36,46.89,25.41,87.2,6.53,45.93,watermelon
7.02,49.19,20.79,27.92,56.12,4.97,49.87,mothbeans
77.06,57.6,38.48,23.6,83.13,6.09,254.16,rice
7.24,28.98,31.39,29.24,95.4,6.12,227.95,coconut
37.62,21.52,33.53,36.5,52.73,4.92,92.87,mango
25.71,131.46,204.57,19.22,83.85,6.4,67.7,grapes
17.62,17.85,41.84,24.18,87.04,6.87,107.69,pomegranate
38.89,77.0,17.16,21.78,22.25,5.65,72.29,kidneybeans
23.43,140.23,203.04,30.41,81.59,6.01,73.03,grapes
83.86,47.52,44.82,26.32,88.23,6.38,188.63,jute
64.99,38.8,36.39,24.49,80.73,6.02,286.03,rice
108.19,52.07,22.64,28.72,77.92,7.36,87.65,cotton
16.61,45.55,22.85,27.59,88.2,6.65,50.47,mungbean
39.64,63.02,16.92,28.09,69.75,6.62,69.45,blackgram
31.74,78.29,18.97,15.87,22.32,5.56,91.07,kidneybeans
61.34,57.73,37.59,24.64,81.25,6.28,245.42,rice
28.5,140.64,198.19,16.57,83.82,6.42,69.57,grapes
36.0,140.65,204.86,23.07,94.71,5.72,119.29,apple
18.79,11.83,40.82,20.5,86.64,6.5,142.36,pomegranate
36.87,67.13,18.34,33.04,48.05,5.05,184.05,pigeonpeas
79.2,50.0,17.92,23.56,72.2,6.67,61.98,maize
94.02,56.68,22.08,24.7,68.95,6.52,90.93,maize
27.75,131.84,198.72,21.82,90.89,6.13,109.1,apple
21.28,75.62,17.92,26.43,30.88,5.4,145.29,pigeonpeas
11.96,13.98,32.18,28.06,91.79,6.06,182.11,coconut
31.62,79.77,22.57,26.4,58.3,5.67,115.18,pigeonpeas
36.16,54.42,51.28,34.04,91.16,6.34,168.95,papaya
60.6,64.1,47.92,23.79,90.06,6.43,126.17,papaya
39.5,55.84,75.94,20.63,14.84,7.1,81.44,chickpea
25.19,24.88,12.82,18.88,92.87,7.25,113.76,orange
86.93,35.98,42.99,24.4,80.33,6.81,288.82,rice
37.88,20.07,10.79,15.8,90.23,7.42,106.27,orange
16.85,75.97,23.77,20.92,65.51,6.19,48.06,lentil
11.0,15.82,29.2,36.85,54.83,6.09,66.47,mango
106.03,72.91,50.36,27.19,77.68,6.1,116.14,banana
114.01,75.32,51.69,27.71,83.33,5.63,93.89,banana
61.26,51.56,38.71,25.58,77.12,7.01,186.46,jute
21.89,121.22,198.15,27.57,83.8,6.36,67.28,grapes
61.24,54.17,54.78,31.56,90.75,6.47,182.6,papaya
14.28,129.0,197.14,20.15,90.22,6.37,116.96,apple
32.72,137.63,197.52,14.93,81.36,5.98,67.96,grapes
96.1,18.35,48.84,26.21,84.76,6.12,53.92,watermelon
118.13,42.88,24.41,28.8,83.44,6.52,99.47,cotton
27.84,70.27,17.81,17.07,21.62,5.5,60.69,kidneybeans
92.89,14.16,54.39,26.02,80.75,6.46,53.36,watermelon
23.77,71.81,24.77,19.94,30.33,5.8,100.19,pigeonpeas
24.17,70.75,19.17,19.73,60.94,6.02,71.21,lentil
85.51,14.18,46.67,28.59,92.95,6.3,20.35,muskmelon
93.02,72.37,54.76,26.43,79.24,6.15,90.74,banana
6.96,64.03,21.37,18.85,63.62,6.53,74.89,lentil
30.87,146.25,201.14,20.75,91.43,5.98,123.86,apple
35.42,63.51,20.41,16.54,21.88,5.77,128.57,kidneybeans
21.74,31.34,28.87,34.12,45.45,4.64,78.29,mango
67.42,56.72,22.77,24.17,71.9,6.64,91.31,maize
29.19,9.12,10.66,17.82,90.89,7.29,108.07,orange
28.24,27.26,27.58,36.73,50.77,5.05,70.76,mango
6.74,23.2,26.84,27.56,90.93,6.88,170.96,coconut
66.9,37.22,36.21,23.23,80.83,6.05,240.4,rice
37.09,27.53,5.9,13.3,92.48,6.16,106.91,orange
95.35,26.8,33.69,25.07,60.69,6.03,157.93,coffee
116.17,44.84,18.03,25.69,77.52,6.25,100.0,cotton
27.85,68.83,20.03,21.68,64.35,6.53,182.17,pigeonpeas
53.75,66.51,17.18,26.34,69.53,6.11,66.99,blackgram
118.1,17.52,54.03,29.44,92.3,6.25,23.7,muskmelon
29.4,50.25,19.88,27.4,82.61,6.42,54.98,mungbean
80.74,16.55,33.88,27.34,57.15,7.34,179.68,coffee
91.76,42.05,36.18,24.88,82.52,6.82,267.27,rice
104.77,8.48,45.01,29.27,94.93,6.81,24.6,muskmelon
36.89,64.06,54.9,39.11,91.48,6.24,85.71,papaya
62.08,64.72,52.6,29.68,92.27,6.59,244.53,papaya
20.55,42.2,15.06,28.49,82.86,6.73,40.6,mungbean
10.58,135.59,199.51,8.4,82.23,6.16,70.92,grapes
39.02,23.33,30.95,27.99,51.06,4.72,98.37,mango
24.85,52.97,16.11,27.11,89.94,6.23,41.35,mungbean
42.01,56.09,84.5,20.81,17.61,7.96,100.37,chickpea
83.45,47.65,21.11,18.14,72.44,6.9,88.26,maize
33.66,30.44,31.44,27.31,53.29,6.47,70.36,mango
19.32,11.24,44.78,19.4,87.15,6.29,112.77,pomegranate
29.03,21.86,28.36,25.85,95.81,6.23,205.6,coconut
15.88,33.59,30.81,31.27,46.71,5.07,83.02,mango
86.18,41.83,24.51,19.21,63.65,6.92,80.99,maize
26.98,15.09,33.62,25.91,95.44,6.93,196.29,coconut
36.01,54.8,21.76,29.44,63.65,5.39,25.05,mothbeans
82.82,76.95,48.25,29.73,77.83,5.96,110.14,banana
22.32,6.42,26.7,26.43,92.83,6.51,141.65,coconut
91.9,56.52,35.07,23.58,81.67,5.83,195.9,rice
26.91,63.39,24.79,34.27,58.05,6.68,151.83,pigeonpeas
83.07,24.82,31.7,25.35,57.67,6.18,162.25,coffee
46.28,78.92,76.03,17.23,15.69,6.29,74.88,chickpea
21.03,7.28,29.36,27.91,95.22,6.0,188.82,coconut
23.15,62.74,17.9,34.56,56.91,6.89,117.55,pigeonpeas
46.16,45.4,50.92,22.28,90.01,6.62,79.69,papaya
106.76,19.14,53.23,27.13,92.36,6.4,23.1,muskmelon
11.93,54.39,18.93,27.42,80.11,6.54,64.39,mungbean
89.11,51.24,43.49,24.6,82.27,5.64,224.66,rice
103.17,26.67,29.2,27.45,58.75,6.11,197.33,coffee
37.45,71.46,19.38,27.77,65.58,6.52,74.33,blackgram
12.82,7.02,37.96,22.01,89.42,6.35,138.59,pomegranate
1.61,131.59,199.06,20.67,90.12,5.63,116.37,apple
91.76,13.4,48.01,24.5,84.07,6.23,48.02,watermelon
35.19,76.58,82.79,18.92,14.15,6.52,80.21,chickpea
98.81,19.32,46.16,26.84,87.33,6.64,49.68,watermelon
95.77,70.03,46.2,27.67,81.75,5.92,111.92,banana
82.8,25.48,30.83,23.74,65.31,7.12,195.17,coffee
82.71,39.83,31.99,23.81,50.25,6.26,191.91,coffee
38.9,56.14,16.4,17.77,24.8,5.67,103.38,kidneybeans
37.87,45.01,22.83,26.13,64.76,3.66,52.16,mothbeans
80.63,19.01,53.1,26.51,80.93,6.74,54.4,watermelon
20.24,67.1,16.23,28.08,69.26,6.24,74.66,blackgram
106.48,80.85,53.19,29.53,76.2,6.03,98.54,banana
120.07,57.53,17.61,28.94,81.44,5.54,96.23,cotton
44.04,72.64,21.88,18.75,19.17,5.72,72.83,kidneybeans
93.16,35.93,20.96,19.84,57.41,5.62,94.81,maize
91.76,15.65,46.15,28.22,94.24,6.37,25.91,muskmelon
19.25,16.27,9.24,22.73,94.73,6.82,119.06,orange
6.56,9.28,42.93,24.34,94.75,6.23,144.66,pomegranate
78.7,50.34,16.67,25.93,59.63,6.91,92.48,maize
113.24,5.62,45.23,28.12,90.74,6.56,29.17,muskmelon
16.22,140.39,195.67,28.19,83.09,6.33,66.71,grapes
39.05,64.82,53.04,26.56,91.68,6.13,55.58,papaya
91.44,12.75,47.63,27.63,93.0,6.09,20.58,muskmelon
38.79,5.63,12.86,18.03,90.19,7.38,102.79,orange
83.37,17.18,52.19,29.19,90.5,6.72,26.8,muskmelon
94.8,53.66,37.19,23.29,84.31,6.59,188.3,jute
17.56,121.35,204.2,23.99,80.12,6.19,69.82,grapes
76.98,38.64,43.31,24.39,78.0,7.34,174.83,jute
61.7,46.56,39.19,26.12,77.1,7.47,159.04,jute
104.28,15.57,34.31,26.43,50.68,7.23,160.01,coffee
134.11,41.18,15.18,26.95,79.58,6.63,104.97,cotton
27.88,13.4,38.86,20.94,90.62,6.01,108.53,pomegranate
101.83,35.18,24.88,27.27,78.65,6.44,73.33,cotton
50.25,66.46,17.89,24.0,18.81,5.98,88.26,kidneybeans
21.84,18.68,5.53,19.96,91.35,7.5,106.17,orange
112.32,21.52,32.99,24.36,50.66,6.78,159.83,coffee
40.76,71.94,18.12,22.74,23.41,5.76,147.84,kidneybeans
12.35,123.91,196.99,27.98,80.26,6.36,74.61,grapes
20.76,138.17,204.63,28.04,81.88,6.07,74.28,grapes
37.3,62.8,82.59,18.76,14.63,7.42,73.64,chickpea
1.54,36.97,28.15,28.42,49.68,6.0,61.24,mango
23.43,5.13,42.61,22.99,88.66,6.05,138.97,pomegranate
60.87,67.46,48.34,43.82,90.51,6.05,219.68,papaya
46.13,78.46,23.71,22.66,23.52,5.83,83.43,kidneybeans
94.65,31.14,34.48,23.21,68.38,6.91,190.37,coffee
29.47,11.8,44.89,18.38,88.55,6.48,127.64,pomegranate
34.29,54.12,16.47,29.07,89.45,6.68,48.29,mungbean
32.57,49.85,51.56,40.81,91.26,6.33,152.8,papaya
52.9,75.1,20.53,20.2,19.0,5.89,84.43,kidneybeans
1.15,49.58,15.11,30.3,47.66,3.76,51.48,mothbeans
12.54,21.63,33.4,26.8,94.27,6.97,210.55,coconut
10.72,77.81,21.33,26.65,62.57,6.72,45.84,lentil
34.24,11.52,36.93,19.34,92.69,6.27,139.53,pomegranate
22.73,25.99,25.67,32.11,53.21,6.04,93.29,mango
6.27,72.09,20.94,27.06,63.09,6.45,57.16,lentil
33.91,70.51,20.45,26.26,62.9,6.36,67.14,blackgram
99.21,79.33,49.93,27.9,76.89,6.4,110.23,banana
102.08,8.46,52.44,25.6,88.09,6.78,43.23,watermelon
116.93,87.23,46.27,26.78,80.92,6.34,91.31,banana
112.45,8.34,52.17,26.83,85.28,6.54,46.92,watermelon
17.7,7.87,13.37,10.69,94.17,6.21,117.73,orange
60.79,37.6,23.0,19.43,68.05,5.86,64.97,maize
2.05,67.41,16.23,22.81,63.51,6.77,69.1,lentil
99.48,91.96,50.27,29.65,79.84,5.99,93.59,banana
59.24,67.09,23.64,20.89,20.63,5.64,78.29,kidneybeans
39.78,65.82,51.14,42.09,91.16,6.12,41.28,papaya
13.49,55.69,15.01,27.92,82.41,6.23,41.7,mungbean
32.46,25.71,30.7,26.53,92.18,5.99,196.56,coconut
106.79,35.24,17.37,23.88,79.22,7.34,103.96,cotton
5.98,12.65,39.61,24.31,94.3,6.38,127.13,pomegranate
37.85,58.7,49.53,41.31,90.5,6.26,197.88,papaya
73.37,54.27,16.07,18.6,69.56,6.24,94.42,maize
124.67,37.34,22.81,29.93,80.31,6.87,71.87,cotton
13.39,135.28,200.32,21.07,94.56,5.87,101.14,apple
30.91,130.17,196.43,37.17,81.24,6.16,70.66,grapes
100.88,23.38,25.01,24.54,55.57,6.59,156.59,coffee
89.26,21.29,29.67,27.49,52.99,7.24,164.57,coffee
109.44,7.07,54.66,26.46,82.04,6.19,41.88,watermelon
74.33,39.82,37.04,23.75,79.78,7.2,178.45,jute
28.24,55.02,15.39,34.77,62.42,6.99,73.39,blackgram
28.14,31.12,28.74,37.46,45.22,5.26,96.84,mango
114.32,57.36,15.7,29.84,81.16,5.87,93.95,cotton
90.12,39.97,35.06,25.71,82.83,6.59,271.47,rice
26.55,15.36,5.45,29.61,93.39,6.71,118.0,orange
12.22,135.53,198.82,27.19,80.46,6.5,69.26,grapes
57.6,63.58,24.88,29.85,61.79,7.34,69.6,blackgram
22.95,49.15,23.78,28.67,89.6,6.05,42.45,mungbean
83.04,12.52,51.87,26.38,85.83,6.91,54.13,watermelon
83.32,45.54,23.93,24.54,61.84,5.89,78.98,maize
21.72,58.23,18.76,19.19,66.23,6.45,68.34,lentil
44.08,77.31,19.43,21.07,22.42,5.8,123.24,kidneybeans
23.18,128.6,198.67,10.85,80.21,5.75,65.74,grapes
60.99,37.7,35.31,24.45,81.26,6.26,287.28,rice
22.07,11.85,5.65,11.25,90.58,6.11,115.21,orange
35.95,69.5,83.0,19.43,18.59,7.94,93.72,chickpea
8.86,121.04,199.09,17.83,83.24,6.3,69.57,grapes
86.16,16.91,52.85,27.71,91.44,6.94,28.26,muskmelon
20.04,131.25,201.26,23.17,91.4,6.06,117.72,apple
32.59,78.4,20.14,29.4,65.36,6.39,70.45,lentil
14.98,54.94,18.67,24.7,53.92,8.91,60.82,mothbeans
12.23,45.07,21.73,29.46,47.88,4.35,53.46,mothbeans
65.26,52.9,24.09,19.44,59.75,6.96,69.05,maize
33.89,77.5,75.33,19.66,19.78,7.18,102.47,chickpea
3.55,17.97,38.21,19.25,87.39,6.42,116.3,pomegranate
87.9,13.63,54.25,24.44,89.71,6.95,53.27,watermelon
16.85,25.99,10.9,14.8,92.91,6.76,107.97,orange
16.31,39.03,21.56,31.77,54.05,8.07,28.08,mothbeans
84.31,47.82,17.31,19.41,59.41,5.78,98.98,maize
30.89,72.73,16.67,32.83,53.35,7.36,94.67,pigeonpeas
36.27,7.87,41.15,20.84,85.41,6.35,116.94,pomegranate
33.08,77.23,20.79,30.02,36.26,5.92,168.8,pigeonpeas
13.1,126.3,199.92,8.67,82.69,6.02,73.99,grapes
7.27,38.92,23.27,24.34,50.48,4.58,64.57,mothbeans
49.9,66.85,15.58,24.58,24.6,5.89,149.22,kidneybeans
13.21,49.11,23.51,25.61,63.36,7.91,62.05,mothbeans
63.7,52.82,35.7,24.99,79.45,6.47,193.52,jute
19.41,130.62,203.91,20.66,90.75,6.08,116.44,apple
129.87,37.75,19.25,22.14,75.34,6.47,74.91,cotton
35.64,69.24,23.32,29.9,61.64,6.69,65.23,lentil
119.66,21.1,26.99,25.63,60.74,6.66,188.59,coffee
105.84,73.77,54.33,26.92,82.3,5.52,96.16,banana
3.48,126.69,196.88,22.55,82.63,5.76,65.12,grapes
34.92,39.22,15.54,29.15,84.75,6.85,49.58,mungbean
35.47,58.78,51.05,37.52,93.4,6.29,109.37,papaya
74.44,37.29,24.17,19.09,74.0,6.17,69.26,maize
88.97,23.98,27.3,25.9,65.96,7.18,168.23,coffee
88.58,14.51,52.61,26.96,81.8,6.77,45.08,watermelon
30.18,64.23,24.33,33.72,57.89,6.64,140.79,pigeonpeas
58.9,64.0,19.78,28.55,66.83,6.99,72.15,blackgram
3.21,46.92,21.3,29.49,87.83,6.28,63.52,mungbean
51.45,60.03,78.88,17.66,15.98,7.77,85.78,chickpea
23.23,66.92,22.18,22.7,55.62,6.5,107.9,pigeonpeas
62.38,41.92,43.06,25.24,80.74,5.81,224.97,rice
80.68,26.99,33.59,27.48,69.12,7.32,179.0,coffee
107.22,21.19,31.0,24.29,56.67,6.66,176.46,coffee
97.94,54.09,16.4,24.95,64.75,6.84,99.99,maize
35.19,9.99,14.47,18.56,92.2,7.06,111.75,orange
109.99,7.04,45.67,29.93,94.78,6.06,24.43,muskmelon
37.13,135.86,202.54,21.76,93.73,5.7,109.28,apple
63.29,56.47,50.94,27.88,93.23,6.99,50.3,papaya
56.82,55.3,20.53,32.41,64.85,6.13,74.72,blackgram
82.83,13.97,47.64,25.58,85.17,6.92,48.24,watermelon
50.44,59.0,81.92,17.04,15.48,7.68,104.67,chickpea
1.0,14.42,13.96,16.87,91.37,6.45,112.25,orange
20.2,19.83,39.65,18.41,87.62,6.44,112.06,pomegranate
41.12,67.26,50.5,31.1,90.36,6.71,187.6,papaya
12.5,135.43,200.89,23.16,93.28,6.11,110.29,apple
58.56,57.23,21.87,19.94,20.71,5.82,123.35,kidneybeans
22.38,70.09,21.87,16.14,20.69,5.73,93.21,kidneybeans
107.63,13.01,48.79,25.02,86.21,6.89,47.44,watermelon
69.73,36.0,44.85,24.36,76.24,7.36,179.25,jute
37.76,23.4,30.61,28.05,47.0,5.53,68.25,mango
26.56,10.08,44.36,24.39,87.09,6.04,138.36,pomegranate
47.07,56.6,20.96,32.4,62.11,7.26,65.3,blackgram
110.03,41.32,21.29,28.1,83.76,7.2,108.24,cotton
28.76,55.92,16.08,18.39,23.62,5.79,106.14,kidneybeans
20.85,28.03,31.4,25.86,96.83,6.14,193.24,coconut
72.13,43.13,42.3,24.46,83.55,6.21,195.87,rice
7.8,75.67,20.63,27.15,67.14,6.21,62.06,lentil
98.76,53.74,16.3,24.07,55.49,5.53,76.18,maize
28.23,58.03,84.23,20.1,17.86,7.09,66.68,chickpea
112.63,11.76,48.25,28.41,94.09,6.12,28.58,muskmelon
5.94,20.9,14.49,34.92,91.88,6.9,117.13,orange
14.69,12.89,43.09,20.53,90.24,6.67,117.12,pomegranate
46.45,59.63,77.61,17.39,17.96,7.79,75.6,chickpea
8.82,59.11,19.06,29.12,67.1,6.42,60.52,lentil
88.76,42.43,20.66,21.81,68.27,6.91,96.63,maize
54.09,71.7,20.93,23.92,19.3,5.54,81.56,kidneybeans
29.44,5.2,30.39,28.97,92.66,6.4,200.2,coconut
116.62,6.88,49.18,28.03,92.49,6.46,25.19,muskmelon
108.63,17.0,48.46,24.52,80.03,6.45,45.29,watermelon
20.56,42.71,20.73,26.6,40.98,5.24,25.29,mothbeans
68.6,35.78,17.62,22.76,56.03,6.24,89.84,maize
67.26,57.71,20.83,21.21,64.24,6.92,67.67,maize
3.16,46.07,17.61,26.75,60.86,9.49,33.36,mothbeans
44.95,66.29,83.8,17.67,18.42,8.09,73.67,chickpea
56.91,67.56,18.28,32.37,60.37,6.71,68.36,blackgram
63.9,36.01,42.53,24.7,89.91,6.15,192.78,jute
35.52,61.83,50.96,28.48,90.07,6.08,122.26,papaya
44.03,73.59,20.06,21.34,18.5,5.63,92.57,kidneybeans
107.91,6.23,49.18,28.68,90.94,6.45,26.01,muskmelon
34.25,17.27,7.17,14.24,90.0,7.08,102.22,orange
52.63,69.93,18.94,29.73,68.55,6.51,73.7,blackgram
6.99,71.2,17.45,26.61,67.77,6.67,63.43,lentil
83.15,45.97,22.25,21.89,72.47,6.85,81.09,maize
15.68,52.43,16.93,29.13,46.5,9.17,65.31,mothbeans
19.4,13.11,43.18,19.2,93.08,6.69,130.01,pomegranate
18.76,41.71,16.01,25.34,43.68,9.73,59.17,mothbeans
88.77,15.59,52.83,25.37,86.98,6.39,42.4,watermelon
111.3,12.96,50.9,24.6,82.87,6.16,43.74,watermelon
16.29,48.03,23.97,27.59,80.23,6.86,54.43,mungbean
65.44,42.3,38.66,23.19,83.14,5.8,241.65,rice
80.47,13.82,50.01,29.62,90.42,6.68,26.8,muskmelon
33.77,61.33,15.1,31.75,51.43,7.01,180.35,pigeonpeas
91.53,42.62,35.98,24.79,81.76,5.68,239.44,rice
100.46,21.64,34.36,25.29,52.55,6.65,156.35,coffee
8.85,44.52,23.08,30.59,49.62,6.44,38.65,mothbeans
30.97,56.99,76.28,20.58,15.15,6.47,74.07,chickpea
83.01,73.36,51.45,26.7,82.08,6.06,97.68,banana
1.3,51.47,20.32,24.83,44.31,7.14,38.34,mothbeans
34.7,56.7,75.39,17.54,19.78,7.15,103.63,chickpea
34.71,65.8,24.67,23.43,61.43,6.39,73.55,lentil
119.94,16.29,53.64,25.95,88.56,6.11,45.22,watermelon
11.6,30.72,26.18,34.2,47.83,4.5,65.08,mango
73.91,45.0,38.61,26.31,79.04,6.79,199.12,jute
51.97,51.83,47.45,25.02,94.25,6.62,79.17,papaya
18.56,61.15,24.15,22.02,69.52,6.53,63.95,lentil
38.34,64.13,54.48,37.77,94.41,6.64,121.41,papaya
83.78,19.83,54.49,24.23,89.33,6.36,52.67,watermelon
42.43,70.09,85.15,20.22,15.62,7.98,84.93,chickpea
20.02,51.14,20.11,27.36,83.12,6.8,61.54,mungbean
86.65,10.24,52.42,29.27,93.33,6.23,25.88,muskmelon
41.87,64.51,24.77,16.11,20.96,5.52,126.59,kidneybeans
16.54,36.0,17.74,29.87,89.54,6.35,41.08,mungbean
57.26,53.74,47.13,30.24,91.36,6.09,214.33,papaya
38.94,67.41,18.81,21.1,61.45,6.7,132.28,pigeonpeas
38.31,49.14,20.14,24.68,53.72,5.93,52.32,mothbeans
110.31,31.03,34.24,26.91,53.62,7.2,182.09,coffee
21.64,50.13,17.2,28.88,85.72,6.18,41.49,mungbean
89.0,12.79,50.63,26.83,81.96,6.64,52.26,watermelon
24.26,138.13,203.27,22.45,81.1,5.77,70.36,grapes
48.7,72.31,89.87,17.51,14.62,7.67,88.14,chickpea
98.16,16.02,48.67,24.06,81.01,6.5,50.35,watermelon
39.83,22.22,26.49,29.65,54.36,5.8,74.59,mango
15.94,9.25,8.83,31.79,91.82,7.43,118.93,orange
34.09,18.84,12.18,32.43,94.51,6.49,119.05,orange
89.1,49.58,44.62,22.62,81.14,6.8,207.94,rice
61.59,49.77,41.78,20.12,82.05,5.84,256.84,rice
17.97,133.2,195.91,32.43,80.85,5.7,69.13,grapes
69.99,47.24,17.21,25.9,73.88,5.56,95.28,maize
12.56,52.28,17.72,25.52,44.62,5.69,44.35,mothbeans
6.66,72.81,16.76,20.82,64.94,6.91,51.35,lentil
116.09,36.67,20.16,24.77,81.72,7.4,84.28,cotton
78.48,51.69,36.72,21.35,80.16,5.75,214.32,rice
2.09,148.46,201.41,23.51,93.38,5.86,112.82,apple
10.11,12.79,6.21,31.62,92.47,6.86,111.39,orange
34.44,138.47,195.13,31.64,81.67,6.07,71.49,grapes
20.78,71.67,18.23,35.06,65.52,5.48,189.11,pigeonpeas
21.51,19.83,30.43,25.5,93.19,5.58,175.61,coconut
101.34,18.36,34.33,27.47,53.8,6.52,180.67,coffee
31.97,8.33,6.11,33.05,93.76,6.88,115.38,orange
22.46,22.87,12.28,26.66,94.35,7.31,111.58,orange
49.51,75.85,22.4,16.43,23.27,5.88,119.27,kidneybeans
129.75,56.41,18.1,25.14,78.57,7.17,62.22,cotton
83.54,14.13,47.88,24.48,85.45,6.53,41.14,watermelon
111.2,89.28,47.28,29.61,80.93,5.88,105.06,banana
98.25,74.27,47.67,27.55,76.47,6.11,106.97,banana
102.82,18.6,52.84,28.87,91.58,6.54,20.91,muskmelon
9.13,5.62,8.84,13.54,93.55,6.99,100.88,orange
3.8,129.99,198.74,15.29,82.34,5.94,65.34,grapes
6.73,55.91,20.49,27.57,87.2,6.51,55.11,mungbean
36.28,56.65,18.49,16.11,23.66,5.97,66.51,kidneybeans
8.57,121.8,198.26,12.89,82.84,6.03,66.44,grapes
65.04,58.85,41.06,21.6,82.69,6.43,223.55,rice
69.43,37.33,43.97,26.3,82.53,6.01,222.51,rice
39.24,47.46,54.79,28.51,94.35,6.0,44.42,papaya
11.24,39.34,18.8,30.41,49.8,8.3,30.65,mothbeans
40.72,70.35,17.37,29.83,64.29,6.11,66.06,blackgram
91.34,42.05,36.77,25.25,83.23,6.99,229.86,rice
5.32,38.97,24.49,29.64,89.07,6.99,45.21,mungbean
46.17,58.8,19.4,21.15,18.58,5.94,132.32,kidneybeans
30.36,56.32,22.26,26.21,63.03,6.8,70.64,blackgram
6.53,39.61,17.02,28.16,80.51,6.4,52.79,mungbean
67.21,59.24,42.75,26.58,83.58,6.4,288.94,rice
36.44,75.51,22.6,18.59,68.44,6.44,55.27,lentil
99.57,82.81,47.68,27.27,79.71,6.21,118.22,banana
44.5,76.84,22.24,16.21,24.32,5.53,108.06,kidneybeans
69.66,43.9,42.58,20.1,80.46,5.57,186.72,rice
56.87,54.73,49.88,43.78,91.07,6.42,101.28,papaya
89.9,47.57,17.32,25.2,62.68,6.32,105.32,maize
53.35,66.01,18.02,17.59,19.36,5.53,90.82,kidneybeans
98.59,85.76,49.5,25.94,80.08,6.03,114.32,banana
28.34,78.26,76.75,20.27,16.28,8.13,99.72,chickpea
34.93,60.68,76.1,19.41,18.01,7.36,83.54,chickpea
27.74,15.99,33.39,31.93,51.37,5.05,87.08,mango
83.56,15.41,46.66,29.36,91.25,6.42,23.5,muskmelon
